ITEM_NO,HREF,TITLE,IMG_SRC,IMG_ALT,MODEL,PRODUCT_DESCRIPTION
10,http://www.cctvcameradealerschennai.com/product/CCTV-CAMERA/HIKVISION/DS-7208HGHI-F1-8CHANNEL.php,DS-7208HGHI-F1-8CHANNELUnicam-drv-in-chennai,http://www.cctvcameradealerschennai.com/admin/uploads/DS-7204HGHI-F1.jpg,DS-2CE1AC0T-IT1F-BULLET-Unicam-dvr-in-salem,DS-7208HGHI-F1-8CHANNEL,@DS-7208HGHI-F1-8CHANNEL<br/>TURBO HD 8CHANNEL DVR@ H.264 /H.264+&amp; Dual-stream video compression\n'@b'<br/>&#13;\n&#8226; Support both HD-TVI /analog and AHD cameras with\n'@b'<br/>&#13;\n&#8226; Full channel recording at up to 1080P lite resolution\n'@b'<br/>&#13;\n&#8226; HDMI and VGA output at up to 1920&#215;1080P resolution\n'@b'<br/>&#13;\n&#8226; Long transmission distance over coax cable\n'@b'<br/>&#13;\n&#8226; Support  4/8/16-ch synchronous playback at 720P\n'
11,http://www.cctvcameradealerschennai.com/product/CCTV-CAMERA/HIKVISION/DS-7216HGHI-F1-16CHANNEL.php,DS-7216HGHI-F1-16CHANNELUnicam-drv-in-chennai,http://www.cctvcameradealerschennai.com/admin/uploads/DS-7204HGHI-F1.jpg,DS-2CE1AC0T-IT1F-BULLET-Unicam-dvr-in-salem,DS-7216HGHI-F1-16CHANNEL,@DS-7216HGHI-F1-16CHANNEL<br/>TURBO HD 8CHANNEL DVR@ H.264 /H.264+&amp; Dual-stream video compression\n'@b'<br/>&#13;\n&#8226; Support both HD-TVI /analog and AHD cameras with\n'@b'<br/>&#13;\n&#8226; Full channel recording at up to 1080P lite resolution\n'@b'<br/>&#13;\n&#8226; HDMI and VGA output at up to 1920&#215;1080P resolution\n'@b'<br/>&#13;\n&#8226; Long transmission distance over coax cable\n'@b'<br/>&#13;\n&#8226; Support  4/8/16-ch synchronous playback at 720P\n'
12,http://www.cctvcameradealerschennai.com/product/CCTV-CAMERA/HIKVISION/DS-2CE5AD0T-IRPF-DOME.php,DS-2CE5AD0T-IRPF-DOME-Unicam-camera-in-chennai,http://www.cctvcameradealerschennai.com/admin/uploads/DS-2CE5AD0T-IRPF.jpg,DS-2CE5AD0T-IRPF-DOME-Unicam-camera-in-salem,DS-2CE5AD0T-IRPF-DOME,@DS-2CE5AD0T-IRPF-DOME<br/>HD1080P Indoor IR Turret Camera@    2 Megapixel high-performance CMOS\n'@b'<br/>&#13;\n&#8226;    Analog HD output~ up to 1080P resolution\n'@b'<br/>&#13;\n&#8226;    True Day/Night~ Smart IR\n'@b'<br/>&#13;\n&#8226;    Up to 20m IR distance\n'@b'<br/>&#13;\n&#8226;    OSD menu \n'@b'<br/>&#13;\n&#8226;    Up the Coax(HIKVISION-C Protocol)\n'@b'<br/>&#13;\n&#8226;    Switchable TVI/AHD/CVI/CVBS&#13;\n  \n'
13,http://www.cctvcameradealerschennai.com/product/CCTV-CAMERA/HIKVISION/DS-2CE1AD0T-IRPF-BULLET.php,DS-2CE1AD0T-IRPF-BULLET-Unicam-camera-in-chennai,http://www.cctvcameradealerschennai.com/admin/uploads/DS-2CE1AD0T-IRPF.jpg,DS-2CE1AD0T-IRPF-BULLET-Unicam-camera-in-salem,DS-2CE1AD0T-IRPF-BULLET,@DS-2CE1AD0T-IRPF-BULLET<br/>HD1080P IR Bullet Camera@    2.0 Megapixel high-performance CMOS\n'@b'<br/>&#13;\n&#8226;    Analog HD output~ up to 1080P resolution\n'@b'<br/>&#13;\n&#8226;    True Day/Night\n'@b'<br/>&#13;\n&#8226;    Smart IR\n'@b'<br/>&#13;\n&#8226;    Up to 20m IR distance\n'@b'<br/>&#13;\n&#8226;    IP66 weatherproof\n'@b'<br/>&#13;\n&#8226;   Switchable TVI/AHD/CVI/CVBS&#13;\n  \n'
14,http://www.cctvcameradealerschennai.com/product/CCTV-CAMERA/HIKVISION/DS-2CE5AD0T-IRF-DOME.php,DS-2CE5AD0T-IRF-DOME-Unicam-camera-in-chennai,http://www.cctvcameradealerschennai.com/admin/uploads/DS-2CE5AD0T-IRF.jpg,DS-2CE5AD0T-IRF-DOME-Unicam-camera-in-salem,DS-2CE5AD0T-IRF-DOME,@DS-2CE5AD0T-IRF-DOME<br/>HD1080P Indoor IR Turret Camera
15,http://www.cctvcameradealerschennai.com/product/CCTV-CAMERA/HIKVISION/DS-2CE1AD0T-IRF-BULLET.php,DS-2CE1AD0T-IRF-BULLET-Unicam-camera-in-chennai,http://www.cctvcameradealerschennai.com/admin/uploads/DS-2CE1AD0T-IRF.jpg,DS-2CE1AD0T-IRF-BULLET-Unicam-camera-in-salem,DS-2CE1AD0T-IRF-BULLET,@DS-2CE1AD0T-IRF-BULLET<br/>HD720P IR Bullet Camera@    2 Megapixel high-performance CMOS\n'@b'<br/>&#13;\n&#8226;    Analog HD output~ up to 1080P resolution\n'@b'<br/>&#13;\n&#8226;    True Day/Night\n'@b'<br/>&#13;\n&#8226;    Smart IR\n'@b'<br/>&#13;\n&#8226;    Up to 20m IR distance\n'@b'<br/>&#13;\n&#8226;    IP66 weatherproof\n'@b'<br/>&#13;\n&#8226;   Switchable TVI/AHD/CVI/CVBS&#13;\n  \n'
16,http://www.cctvcameradealerschennai.com/product/CCTV-CAMERA/HIKVISION/DS-2CE5AD0T-IT1F-DOME.php,DS-2CE5AD0T-IT1F-DOME-Unicam-camera-in-chennai,http://www.cctvcameradealerschennai.com/admin/uploads/DS-2CE5AD0T-IT1F.JPG,DS-2CE5AD0T-IT1F-DOME-Unicam-camera-in-salem,DS-2CE5AD0T-IT1F-DOME,@DS-2CE5AD0T-IT1F-DOME<br/>HD1080P EXIR Turret Camera
17,http://www.cctvcameradealerschennai.com/product/CCTV-CAMERA/HIKVISION/DS-2CE1AD0T-IT1F-BULLET.php,DS-2CE1AD0T-IT1F-BULLET-Unicam-camera-in-chennai,http://www.cctvcameradealerschennai.com/admin/uploads/DS-2CE1AD0T-IT1F.jpg,DS-2CE1AD0T-IT1F-BULLET-Unicam-camera-in-salem,DS-2CE1AD0T-IT1F-BULLET,@DS-2CE1AD0T-IT1F-BULLET<br/>HD1080P EXIR Bullet Camera@    2 Megapixel high-performance CMOS\n'@b'<br/>&#13;\n&#8226;    Analog HD output~ up to 1080P resolution\n'@b'<br/>&#13;\n&#8226;    True Day/Night\n'@b'<br/>&#13;\n&#8226;    Smart IR\n'@b'<br/>&#13;\n&#8226;    EXIR technology~ up to 20m/40m/80m IR distance\n'@b'<br/>&#13;\n&#8226;    IP66 weatherproof\n'@b'<br/>&#13;\n&#8226;    Switchable TVI/AHD/CVI/CVBS\n'
18,http://www.cctvcameradealerschennai.com/product/CCTV-CAMERA/HIKVISION/DS-7A04HQHI-K1-4CHANNEL.php,DS-7A04HQHI-K1-4CHANNEL-Unicam-camera-in-chennai,http://www.cctvcameradealerschennai.com/admin/uploads/DS-7A04HQHI-K1.jpg,DS-7A04HQHI-K1-4CHANNEL-Unicam-camera-in-salem,DS-7A04HQHI-K1-4CHANNEL,@DS-7A04HQHI-K1-4CHANNEL<br/>TURBO HD 4 CHANNEL DVR@ H.265+/H.265/H.264+/H.264 encoding for the main stream~ and H.265/H.264 for the sub-stream of analog cameras\n'@b'<br/>&#13;\n&#8226; Self-adaptive HDTVI/HDCVI/AHD/CVBS signal input\n'@b'<br/>&#13;\n&#8226; Up to 3 MP resolution for recording of channel 1 of DS-7104HQHI-K1~ channel 1/2 of DS-7108HQHI-K1~ and channel 1/2/3/4 of DS-7116HQHI-K1\n'@b'<br/>&#13;\n&#8226;Supports real-time 1080p lite and when enabled~ the image effect is similar with 1080p\n'@b'<br/>&#13;\n&#8226; Up to 2-ch 4 MP IP cameras input\n'@b'<br/>&#13;\n&#8226; Long distance transmission over UTP and coaxial cable: max. 800m for 1080p and 1200m for 720p HDTVI signal\n'@b'<br/>&#13;\n&#8226; 4/8/16-ch synchronous playback&#13;\n  \n'
19,http://www.cctvcameradealerschennai.com/product/CCTV-CAMERA/HIKVISION/DS-7A08HQHI-K1-8CHANNEL.php,DS-7A08HQHI-K1-8CHANNEL-Unicam-camera-in-chennai,http://www.cctvcameradealerschennai.com/admin/uploads/DS-7A08HQHI-K1.jpg,DS-7A08HQHI-K1-8CHANNEL-Unicam-camera-in-salem,DS-7A08HQHI-K1-8CHANNEL,@DS-7A08HQHI-K1-8CHANNEL<br/>TURBO HD 8 CHANNEL DVR@ H.265+/H.265/H.264+/H.264 encoding for the main stream~ and H.265/H.264 for the sub-stream of analog cameras\n'@b'<br/>&#13;\n&#8226; Self-adaptive HDTVI/HDCVI/AHD/CVBS signal input\n'@b'<br/>&#13;\n&#8226; Up to 3 MP resolution for recording of channel 1 of DS-7104HQHI-K1~ channel 1/2 of DS-7108HQHI-K1~ and channel 1/2/3/4 of DS-7116HQHI-K1\n'@b'<br/>&#13;\n&#8226;Supports real-time 1080p lite and when enabled~ the image effect is similar with 1080p\n'@b'<br/>&#13;\n&#8226; Up to 2-ch 4 MP IP cameras input\n'@b'<br/>&#13;\n&#8226; Long distance transmission over UTP and coaxial cable: max. 800m for 1080p and 1200m for 720p HDTVI signal\n'@b'<br/>&#13;\n&#8226; 4/8/16-ch synchronous playback&#13;\n  \n'
20,http://www.cctvcameradealerschennai.com/product/CCTV-CAMERA/HIKVISION/DS-7A16HQHI-K1-16CHANNEL.php,DS-7A16HQHI-K1-16CHANNEL-Unicam-camera-in-chennai,http://www.cctvcameradealerschennai.com/admin/uploads/DS-7A16HQHI-K1.jpg,DS-7A16HQHI-K1-16CHANNEL-Unicam-camera-in-salem,DS-7A16HQHI-K1-16CHANNEL,@DS-7A16HQHI-K1-16CHANNEL<br/>TURBO HD 16 CHANNEL DVR@ H.265+/H.265/H.264+/H.264 encoding for the main stream~ and H.265/H.264 for the sub-stream of analog cameras\n'@b'<br/>&#13;\n&#8226; Self-adaptive HDTVI/HDCVI/AHD/CVBS signal input\n'@b'<br/>&#13;\n&#8226; Up to 3 MP resolution for recording of channel 1 of DS-7104HQHI-K1~ channel 1/2 of DS-7108HQHI-K1~ and channel 1/2/3/4 of DS-7116HQHI-K1\n'@b'<br/>&#13;\n&#8226;Supports real-time 1080p lite and when enabled~ the image effect is similar with 1080p\n'@b'<br/>&#13;\n&#8226; Up to 2-ch 4 MP IP cameras input\n'@b'<br/>&#13;\n&#8226; Long distance transmission over UTP and coaxial cable: max. 800m for 1080p and 1200m for 720p HDTVI signal\n'@b'<br/>&#13;\n&#8226; 4/8/16-ch synchronous playback&#13;\n  \n'
21,http://www.cctvcameradealerschennai.com/product/CCTV-CAMERA/HIKVISION/DS-7B04HQHI-K1-4CHANNEL.php,DS-7B04HQHI-K1-4CHANNEL-Unicam-camera-in-chennai,http://www.cctvcameradealerschennai.com/admin/uploads/DS-7B04HQHI-K1.jpg,DS-7B04HQHI-K1-4CHANNEL-Unicam-camera-in-salem,DS-7B04HQHI-K1-4CHANNEL,@DS-7B04HQHI-K1-4CHANNEL<br/>TURBO HD 4 CHANNEL DVR@ H.265+/H.265/H.264+/H.264 encoding for the main stream~ and H.265/H.264 for the sub-stream of analog cameras\n'@b'<br/>&#13;\n&#8226; Self-adaptive HDTVI/HDCVI/AHD/CVBS signal input\n'@b'<br/>&#13;\n&#8226; Connectable to H.265+/H.265/H.264+/H.264 IP cameras\n'@b'<br/>&#13;\n&#8226; Up to 3 MP resolution for recording\n'@b'<br/>&#13;\n&#8226; HDMI output at up to 4K (3840 &#215; 2160) resolution for DS-7216HQHI-K1\n'@b'<br/>&#13;\n&#8226; Long distance transmission over UTP and coaxial cable\n'@b'<br/>&#13;\n&#8226; 4/8/16-ch synchronous playback&#13;\n  \n'
22,http://www.cctvcameradealerschennai.com/product/CCTV-CAMERA/HIKVISION/DS-7B08HQHI-K1-8CHANNEL.php,DS-7B08HQHI-K1-8CHANNEL-Unicam-camera-in-chennai,http://www.cctvcameradealerschennai.com/admin/uploads/DS-7B04HQHI-K1.jpg,DS-7B08HQHI-K1-8CHANNEL-Unicam-camera-in-salem,DS-7B08HQHI-K1-8CHANNEL,@DS-7B08HQHI-K1-8CHANNEL<br/>TURBO HD 8 CHANNEL DVR@ H.265+/H.265/H.264+/H.264 encoding for the main stream~ and H.265/H.264 for the sub-stream of analog cameras\n'@b'<br/>&#13;\n&#8226; Self-adaptive HDTVI/HDCVI/AHD/CVBS signal input\n'@b'<br/>&#13;\n&#8226; Connectable to H.265+/H.265/H.264+/H.264 IP cameras\n'@b'<br/>&#13;\n&#8226; Up to 3 MP resolution for recording\n'@b'<br/>&#13;\n&#8226; HDMI output at up to 4K (3840 &#215; 2160) resolution for DS-7216HQHI-K1\n'@b'<br/>&#13;\n&#8226; Long distance transmission over UTP and coaxial cable\n'@b'<br/>&#13;\n&#8226; 4/8/16-ch synchronous playback&#13;\n  \n'
23,http://www.cctvcameradealerschennai.com/product/CCTV-CAMERA/HIKVISION/DS-7B08HQHI-F2-16CHANNEL.php,DS-7B08HQHI-F2-16CHANNEL-Unicam-camera-in-chennai,http://www.cctvcameradealerschennai.com/admin/uploads/DS-7B04HQHI-K1.jpg,DS-7B08HQHI-F2-16CHANNEL-Unicam-camera-in-salem,DS-7B08HQHI-F2-16CHANNEL,@DS-7B08HQHI-F2-16CHANNEL<br/>TURBO HD 16 CHANNEL DVR@ H.265+/H.265/H.264+/H.264 encoding for the main stream~ and H.265/H.264 for the sub-stream of analog cameras\n'@b'<br/>&#13;\n&#8226; Self-adaptive HDTVI/HDCVI/AHD/CVBS signal input\n'@b'<br/>&#13;\n&#8226; Connectable to H.265+/H.265/H.264+/H.264 IP cameras\n'@b'<br/>&#13;\n&#8226; Up to 3 MP resolution for recording\n'@b'<br/>&#13;\n&#8226; HDMI output at up to 4K (3840 &#215; 2160) resolution for DS-7216HQHI-K1\n'@b'<br/>&#13;\n&#8226; Long distance transmission over UTP and coaxial cable\n'@b'<br/>&#13;\n&#8226; 4/8/16-ch synchronous playback&#13;\n  \n'
24,http://www.cctvcameradealerschennai.com/product/CCTV-CAMERA/HIKVISION/DS-2CE56F1T-ITM-DOME.php,DS-2CE56F1T-ITM-DOME-Unicam-camera-in-chennai,http://www.cctvcameradealerschennai.com/admin/uploads/DS-2CE56F1T-ITM.jpg,DS-2CE56F1T-ITM-DOME-Unicam-camera-in-salem,DS-2CE56F1T-ITM-DOME,@DS-2CE56F1T-ITM-DOME<br/>3MP EXIR Turret Camera@    3 Megapixel high-performance CMOS\n'@b'<br/>&#13;\n&#8226;    Analog HD output~ up to 3MP resolution\n'@b'<br/>&#13;\n&#8226;    True Day/Night\n'@b'<br/>&#13;\n&#8226;    OSD menu~ DNR~ Smart IR\n'@b'<br/>&#13;\n&#8226;    EXIR technology~ up to 20m IR distance \n'@b'<br/>&#13;\n&#8226;    IP66 weatherproof\n'@b'<br/>&#13;\n&#8226;    Up the Coax(HIKVISION-C)&#13;\n  \n'
25,http://www.cctvcameradealerschennai.com/product/CCTV-CAMERA/HIKVISION/DS-2CE16F1T-IT-BULLET.php,DS-2CE16F1T-IT-BULLET-Unicam-camera-in-chennai,http://www.cctvcameradealerschennai.com/admin/uploads/DS-2CE16F1T-IT.jpg,DS-2CE16F1T-IT-BULLET-Unicam-camera-in-salem,DS-2CE16F1T-IT-BULLET,@DS-2CE16F1T-IT-BULLET<br/>3MP EXIR Bullet Camera@    3 Megapixel high-performance CMOS\n'@b'<br/>&#13;\n&#8226;    Analog HD output~ up to 3MP resolution\n'@b'<br/>&#13;\n&#8226;    True Day/Night\n'@b'<br/>&#13;\n&#8226;    OSD menu~ DNR~ Smart IR\n'@b'<br/>&#13;\n&#8226;    EXIR technology~ up to 20m IR distance \n'@b'<br/>&#13;\n&#8226;    IP66 weatherproof\n'@b'<br/>&#13;\n&#8226;    Up the Coax(HIKVISION-C)&#13;\n  \n'
26,http://www.cctvcameradealerschennai.com/product/CCTV-CAMERA/HIKVISION/DS-7B04HUHI-K1-4CHANNEL.php,DS-7B04HUHI-K1-4CHANNEL-Unicam-camera-in-chennai,http://www.cctvcameradealerschennai.com/admin/uploads/DS-7B04HUHI-K1.jpg,DS-7B04HUHI-K1-4CHANNEL-Unicam-camera-in-salem,DS-7B04HUHI-K1-4CHANNEL,@DS-7B04HUHI-K1-4CHANNEL<br/>TURBO HD 4 CHANNEL DVR@ H.265+/H.265/H.264+/H.264 encoding for the main stream~ and H.265/H.264 for the sub-stream of analog cameras\n'@b'<br/>&#13;\n&#8226; Self-adaptive HDTVI/HDCVI/AHD/CVBS signal input\n'@b'<br/>&#13;\n&#8226; Connectable to H.265+/H.265/H.264+/H.264 IP cameras\n'@b'<br/>&#13;\n&#8226; Up to 5 MP resolution for recording\n'@b'<br/>&#13;\n&#8226; HDMI output at up to 4K (3840 &#215; 2160) resolution for DS-7B08HUHI-K2\n'@b'<br/>&#13;\n&#8226; Long distance transmission over UTP and coaxial cable\n'@b'<br/>&#13;\n&#8226; 4/8-ch synchronous playback&#13;\n  \n'
